id,tipo,estado,valuacion,pedania,written_by_lawyer,predominant_feeling,formality,politeness,referred_company_name,psychological_impact,economic_impact,ValorReclamo,Valuacion_Danios
1135164,URBANO,BALDIO,413560.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,3043995.77,
1204478,URBANO,EDIFICADO NoPH,2556983.56,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7999999999999999,45033351.76,
1140245,URBANO,EDIFICADO NoPH,2482311.16,SAN ROQUE,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,1.0,24805484.4,
1188849,URBANO,EDIFICADO NoPH,5809825.73,SAN ROQUE,0.4,neutral,0.6,1.0,Aseguradora Norte,0.0,1.0,107860802.75,
2394601,URBANO,EDIFICADO NoPH,10064580.29,SAN ROQUE,0.7999999999999999,sadness,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,96761105.48,
2120789,URBANO,EDIFICADO NoPH,3527947.2,SAN ROQUE,0.4,anger,0.5,0.5,SierraVolt Energética,0.0,0.7,114281986.91,
1135353,URBANO,BALDIO,542850.0,SAN ROQUE,0.4,neutral,0.6,1.0,Aseguradora Norte,0.0,0.6,8342794.95,
1204469,URBANO,EDIFICADO NoPH,1701856.38,SANTIAGO,0.4,neutral,0.0,1.0,SierraV Segura,0.0,0.6,38959020.48,
1136156,URBANO,EDIFICADO NoPH,3460414.96,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,0.7,114520295.36,
1140818,URBANO,EDIFICADO NoPH,1531573.6,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,11435009.09,
1204668,URBANO,BALDIO,355775.0,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,12143376.0,
1140625,URBANO,EDIFICADO NoPH,4000607.77,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.7,35160803.82,
1202964,URBANO,EDIFICADO NoPH,726329.6,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,612719.87,
2445412,URBANO,BALDIO,2224206.6,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,1.0,0.8999999999999999,27485900.46,
1188588,URBANO,BALDIO,1660890.0,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,0.7,37491326.8,
2448947,URBANO,BALDIO,1423086.0,SAN ROQUE,0.4,neutral,1.0,1.0,SierraV Segura,0.0,1.0,16056112.8,
1188599,URBANO,EDIFICADO NoPH,4452561.08,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,79040523.43,
1197664,URBANO,EDIFICADO NoPH,1228791.06,SAN ROQUE,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,0.7999999999999999,1311262.68,
1136525,URBANO,BALDIO,763224.0,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.7,15511114.55,
1205391,URBANO,BALDIO,421942.5,SANTIAGO,0.9999999999999999,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,11873103.0,
1205256,URBANO,EDIFICADO NoPH,1453540.8,SANTIAGO,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,15652900.04,
1204633,URBANO,BALDIO,567910.0,SANTIAGO,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,5366796.38,
1187806,URBANO,EDIFICADO NoPH,3985722.72,SAN ROQUE,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,32001820.46,
1205379,URBANO,EDIFICADO NoPH,4494166.74,SANTIAGO,0.7999999999999999,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.6,46969250.33,
1186360,URBANO,EDIFICADO NoPH,3298769.32,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,29469161.59,
1204112,URBANO,BALDIO,731808.0,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.7,18119847.68,
1187468,URBANO,EDIFICADO NoPH,2657368.04,SAN ROQUE,0.4,anguish,0.5,1.0,SierraV Segura,0.0,0.6,22716015.91,
2561054,RURAL,BALDIO,949305.95,SANTIAGO,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,32260944.76,
1135339,URBANO,BALDIO,348138.0,SAN ROQUE,0.4,sadness,1.0,1.0,SierraV Segura,0.0,0.6,4619545.76,
1135946,URBANO,EDIFICADO NoPH,2549406.54,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.6,27572767.65,
1984669,URBANO,EDIFICADO NoPH,3603751.52,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,0.6,39064533.71,
2523890,URBANO,EDIFICADO NoPH,4198351.26,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,91568123.65,
1136810,URBANO,EDIFICADO NoPH,4504812.9,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,37247916.41,
1188840,URBANO,EDIFICADO NoPH,2083082.48,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,59271655.04,
1136707,URBANO,EDIFICADO NoPH,2169231.0,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,81001878.48,
1204511,URBANO,EDIFICADO NoPH,2810170.58,SANTIAGO,0.5,neutral,0.0,1.0,Aseguradora Norte,0.0,1.0,32609430.23,
1204108,URBANO,BALDIO,830088.0,SANTIAGO,0.4,neutral,1.0,1.0,Volterra Seguros,1.0,0.6,14635832.03,
2523891,URBANO,BALDIO,3258960.6,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,1.0,1.0,102770154.05,
1136843,URBANO,BALDIO,285740.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,9984672.63,
2121220,URBANO,EDIFICADO NoPH,1719758.5,SANTIAGO,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,28233176.7,
2448919,URBANO,EDIFICADO NoPH,10812930.46,SAN ROQUE,0.6,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,158849495.1,
1204722,URBANO,EDIFICADO NoPH,2775650.22,SANTIAGO,0.4,anguish,0.5,1.0,SierraV Segura,0.0,1.0,36119581.78,
1993212,RURAL,EDIFICADO NoPH,37992870.59,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,1316130486.27,
1140790,URBANO,EDIFICADO NoPH,1101213.4,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,17801677.83,
1204484,URBANO,BALDIO,930044.5,SANTIAGO,0.5,sadness,0.0,1.0,Volterra Seguros,0.0,0.6,7751202.69,
1136807,URBANO,EDIFICADO NoPH,1123320.58,SAN ROQUE,0.4,sadness,0.5,1.0,SierraV Segura,0.0,0.6,12771244.18,
1204278,URBANO,BALDIO,1288035.0,SANTIAGO,0.0,neutral,0.5,1.0,SierraVolt Energética Limitada,0.0,1.0,40976380.34,
1200047,RURAL,BALDIO,5993538.4,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,133264792.71,
1172095,URBANO,BALDIO,2533692.0,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,18921332.26,
1147417,URBANO,EDIFICADO NoPH,1959286.0,SAN ROQUE,0.4,neutral,0.6,1.0,Aseguradora Norte,0.0,0.8999999999999999,1922025.25,
1135546,URBANO,BALDIO,414724.8,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,13002028.1,
2108853,URBANO,BALDIO,1143800.0,SAN ROQUE,0.4,sadness,0.6,1.0,Volterra Seguros,0.0,1.0,35921295.47,
1204695,URBANO,BALDIO,385560.0,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,5878166.53,
1204105,URBANO,BALDIO,956340.0,SANTIAGO,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,0.7,19795261.84,
1202012,URBANO,EDIFICADO NoPH,2868108.73,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.6,41654140.57,
1200152,URBANO,BALDIO,109648.0,SANTIAGO,0.5,neutral,0.0,1.0,Aseguradora Norte,0.0,0.7999999999999999,112404.59,2405097.683411303
2089502,URBANO,EDIFICADO NoPH,1386712.2,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,36291687.22,
2041051,RURAL,BALDIO,284233.05,SAN ROQUE,0.4,neutral,0.6,1.0,Aseguradora Norte,0.0,1.0,2942084.02,
1202015,URBANO,EDIFICADO NoPH,1950617.76,SANTIAGO,0.0,sadness,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7999999999999999,51523952.95,
1202278,URBANO,BALDIO,514080.0,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.6,6258679.26,
1204503,URBANO,BALDIO,1647345.0,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,35427364.92,
2536908,URBANO,BALDIO,2282557.2,SANTIAGO,0.4,neutral,0.5,0.0,SierraVolt Energética,0.0,0.7,70502461.39,
1134725,RURAL,BALDIO,5758155.76,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,125923324.37,
1174624,URBANO,EDIFICADO NoPH,1361276.96,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,14513966.99,
1189542,URBANO,EDIFICADO NoPH,4411623.44,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,3515857.67,
1136528,URBANO,BALDIO,670707.2,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,8344058.65,
1136376,URBANO,EDIFICADO NoPH,885143.92,SAN ROQUE,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,907974.66,
1136507,URBANO,EDIFICADO NoPH,3948965.42,SAN ROQUE,0.5,sadness,0.5,1.0,Volterra Seguros,0.0,1.0,127673555.73,
1174831,URBANO,EDIFICADO NoPH,2416128.96,SAN ROQUE,0.8999999999999999,anguish,0.5,0.5,SierraVolt Energética Limitada,1.0,1.0,27720129.41,
1169722,URBANO,EDIFICADO NoPH,2208539.2,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,25143169.43,
1169021,URBANO,EDIFICADO NoPH,10078959.63,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,123834096.67,
1157666,URBANO,BALDIO,408310.0,SAN ROQUE,0.8999999999999999,sadness,0.0,1.0,SierraVolt Energética Limitada,0.0,0.8999999999999999,335719.85,
1188579,URBANO,EDIFICADO PH,2332349.322,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,0.5,83603824.32,
1189058,URBANO,BALDIO,1428840.0,SAN ROQUE,0.5,neutral,0.5,1.0,Volterra Seguros,0.0,0.6,17748491.44,
1140829,URBANO,BALDIO,540540.0,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,17082854.16,
1157893,URBANO,EDIFICADO NoPH,3104702.8,SAN ROQUE,0.5,sadness,0.0,1.0,Aseguradora Norte,1.0,0.7999999999999999,3586537.04,
1174219,URBANO,EDIFICADO NoPH,2787989.12,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,0.6,27830092.63,
1202079,URBANO,EDIFICADO NoPH,5751522.73,SANTIAGO,0.4,neutral,1.0,1.0,Volterra Seguros,0.0,0.7,112355335.8,
1204473,URBANO,EDIFICADO NoPH,918705.98,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,32767725.1,
2458022,URBANO,EDIFICADO NoPH,21356256.18,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,251492291.89,
1171077,URBANO,EDIFICADO NoPH,407034.0,SAN ROQUE,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,1.0,341547.18,
2449047,URBANO,BALDIO,2355030.0,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,78567991.02,
1188846,URBANO,EDIFICADO NoPH,4813869.12,SAN ROQUE,0.4,sadness,0.5,1.0,Volterra Seguros,0.0,1.0,172149364.8,
2117982,URBANO,EDIFICADO NoPH,7188942.72,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,188037513.95,
1204489,URBANO,EDIFICADO NoPH,3782871.04,SANTIAGO,0.4,neutral,1.0,1.0,SierraV Segura,0.0,1.0,32200468.93,
1175143,URBANO,EDIFICADO NoPH,2954723.26,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,0.6,3641294.3,
1204163,URBANO,BALDIO,719176.5,SANTIAGO,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.6,9861195.47,
1993208,RURAL,EDIFICADO NoPH,309086034.58,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,852285434.2,
1140826,URBANO,BALDIO,540540.0,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,12713159.43,
2073732,RURAL,BALDIO,8057366.9,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,142380380.82,
2536901,URBANO,BALDIO,2375523.36,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,58141249.63,
1148822,URBANO,EDIFICADO NoPH,2987952.64,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,3191322.3,
2170338,RURAL,BALDIO,311568.95,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.7,2603969.79,
1188729,URBANO,EDIFICADO NoPH,2964499.2,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.7,19152947.17,
2204163,URBANO,EDIFICADO NoPH,1602650.91,SAN ROQUE,0.5,sadness,0.0,1.0,SierraV Segura,0.0,0.6,41485793.27,
1135364,URBANO,BALDIO,732025.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7999999999999999,22291440.33,
1202415,URBANO,EDIFICADO NoPH,815385.62,SANTIAGO,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,1.0,7714767.66,
1204279,URBANO,BALDIO,651325.5,SANTIAGO,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,10093528.97,
1137568,URBANO,BALDIO,254520.0,SAN ROQUE,0.4,anguish,0.5,1.0,SierraV Segura,0.0,0.6,307344.89,
2311449,RURAL,BALDIO,48699.0,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,1146369.02,
1162821,URBANO,EDIFICADO NoPH,3886106.24,SAN ROQUE,0.5,sadness,0.5,1.0,Aseguradora Norte,1.0,0.7999999999999999,2957127.49,
1172023,URBANO,EDIFICADO NoPH,5456081.57,SAN ROQUE,0.5,neutral,0.5,0.5,Volterra Seguros,0.0,0.6,40404289.56,
1140133,URBANO,EDIFICADO NoPH,3857371.33,SAN ROQUE,0.5,neutral,0.0,1.0,Aseguradora Norte,0.0,0.7999999999999999,43909590.23,
1202336,URBANO,EDIFICADO NoPH,1804908.4,SANTIAGO,0.6,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,14327270.55,
2448952,URBANO,EDIFICADO NoPH,9169740.4,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,163762786.71,
1187167,URBANO,EDIFICADO NoPH,1587499.68,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,15707722.9,
2448912,URBANO,EDIFICADO NoPH,6532524.1,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,1.0,1.0,43797999.47,
2342903,URBANO,EDIFICADO NoPH,1377011.24,SANTIAGO,0.5,neutral,0.5,0.0,SierraVolt Energética,0.0,0.7,12522118.33,
1204171,URBANO,EDIFICADO NoPH,2688429.24,SANTIAGO,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.6,90964046.06,
1136508,URBANO,BALDIO,801885.0,SAN ROQUE,0.0,sadness,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,11312793.1,
1173903,URBANO,EDIFICADO NoPH,5657073.6,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.6,91964218.67,
1205396,URBANO,BALDIO,421942.5,SANTIAGO,0.5,sadness,0.0,1.0,SierraV Segura,0.0,0.7999999999999999,4847319.53,
1147200,URBANO,BALDIO,301560.0,SAN ROQUE,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,1.0,371852.73,
1202323,URBANO,EDIFICADO NoPH,1086156.8,SANTIAGO,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,23713563.17,
2342902,URBANO,EDIFICADO NoPH,1333485.11,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,1.0,1.0,12192767.66,
1170587,URBANO,EDIFICADO NoPH,1207860.06,SAN ROQUE,0.5,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,10343416.48,
1140361,URBANO,EDIFICADO NoPH,2536924.92,SAN ROQUE,0.4,sadness,0.6,1.0,SierraV Segura,0.0,0.6,24198974.24,
2536904,URBANO,BALDIO,2494170.0,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.7,30259683.28,
1182030,URBANO,EDIFICADO NoPH,8747136.23,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,7224517.03,
1204174,URBANO,EDIFICADO NoPH,5066758.76,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,124944014.49,
2241207,URBANO,EDIFICADO NoPH,2270686.43,SAN ROQUE,0.4,neutral,1.0,1.0,Volterra Seguros,0.0,0.7,21257677.31,
1204104,URBANO,BALDIO,942060.0,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,0.6,12252613.37,
1135392,URBANO,BALDIO,334950.0,SAN ROQUE,0.4,sadness,1.0,1.0,Volterra Seguros,0.0,0.6,11256037.99,
2449027,URBANO,BALDIO,1674744.0,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,0.6,34566802.85,
1136639,URBANO,BALDIO,992530.0,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,8776662.66,
2561053,RURAL,BALDIO,3678874.81,SANTIAGO,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.7,18275579.14,
1136509,URBANO,EDIFICADO NoPH,3077035.68,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7999999999999999,36119934.6,
1135743,URBANO,BALDIO,945630.0,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,7767945.54,
1142786,URBANO,EDIFICADO NoPH,2164180.0,SAN ROQUE,0.4,anguish,0.5,1.0,SierraV Segura,1.0,0.6,2406827.98,
1201297,URBANO,BALDIO,140458.5,SANTIAGO,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.5,129466.78,
1202322,URBANO,EDIFICADO NoPH,1592621.44,SANTIAGO,0.4,neutral,0.0,1.0,Volterra Seguros,0.0,0.7,10709457.76,
1205355,URBANO,EDIFICADO NoPH,2223669.84,SANTIAGO,0.6,neutral,0.5,1.0,SierraVolt Energética Limitada,0.0,0.7999999999999999,16422795.34,
1204531,URBANO,EDIFICADO NoPH,2217825.44,SANTIAGO,0.5,neutral,1.0,1.0,Volterra Seguros,0.0,0.6,26601428.87,
1204129,URBANO,EDIFICADO NoPH,3385117.6,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,101117024.63,
1135341,URBANO,EDIFICADO NoPH,1318673.28,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7999999999999999,27334652.7,
1187804,URBANO,EDIFICADO NoPH,2881831.2,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.8999999999999999,31414835.92,
2073090,URBANO,BALDIO,1098063.33,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,11394730.9,
1172025,URBANO,EDIFICADO NoPH,7876466.3,SAN ROQUE,0.7999999999999999,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,99800256.82,
1204125,URBANO,EDIFICADO NoPH,1671606.72,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,48074812.85,
2311455,RURAL,BALDIO,10319.4,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,337580.12,
1136814,URBANO,EDIFICADO NoPH,4001470.24,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,61823500.66,
1183474,URBANO,EDIFICADO NoPH,4806205.56,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,4417947.29,
1204110,URBANO,BALDIO,728280.0,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,17677932.86,
2450012,URBANO,BALDIO,1177588.3,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,32731157.58,
1136539,URBANO,BALDIO,1209516.0,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,14347374.07,
2073837,RURAL,BALDIO,170029.48,SAN ROQUE,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,0.9999999999999999,2870730.36,
1188432,URBANO,EDIFICADO NoPH,4158430.42,SAN ROQUE,0.4,neutral,0.5,1.0,Volterra Seguros,0.0,1.0,31799558.82,
1199060,URBANO,EDIFICADO NoPH,2276481.48,SAN ROQUE,0.0,anguish,0.5,0.5,SierraVolt Energética Limitada,1.0,0.7,1977731.35,
2536906,URBANO,BALDIO,402447.36,SANTIAGO,0.4,sadness,0.5,1.0,SierraV Segura,0.0,0.6,4297601.17,
1204474,URBANO,BALDIO,890967.0,SANTIAGO,1.0,neutral,0.0,0.5,SierraVolt Energética Limitada,0.0,0.6,28253700.52,
1196467,URBANO,BALDIO,656019.0,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.7,545488.98,
1205092,URBANO,EDIFICADO NoPH,2527828.29,SANTIAGO,0.5,anguish,0.0,1.0,SierraV Segura,0.0,1.0,18986264.01,
1204497,URBANO,EDIFICADO NoPH,1816229.28,SANTIAGO,0.5,neutral,0.5,0.5,SierraVolt Energética,0.0,0.7,35113850.92,
1135543,URBANO,EDIFICADO NoPH,3698133.6,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,0.6,83274039.81,
1204528,URBANO,EDIFICADO NoPH,5182068.2,SANTIAGO,0.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,31275778.35,
1173933,URBANO,EDIFICADO NoPH,4316946.56,SAN ROQUE,1.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.7,44225633.83,
2471431,URBANO,EDIFICADO NoPH,5456836.31,SAN ROQUE,0.6,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,1.0,88176498.6,
1135552,URBANO,EDIFICADO NoPH,6842889.0,SAN ROQUE,0.5,neutral,0.0,1.0,Volterra Seguros,0.0,1.0,101924260.97,
1177524,URBANO,EDIFICADO NoPH,7240279.03,SAN ROQUE,0.4,neutral,0.5,1.0,SierraV Segura,0.0,1.0,8753048.46,
2091705,URBANO,EDIFICADO NoPH,1447408.92,SAN ROQUE,0.0,neutral,0.6,1.0,SierraVolt Energética Limitada,0.0,0.6,13289895.86,
1140792,URBANO,EDIFICADO NoPH,3621827.16,SAN ROQUE,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,83945307.82,
1172369,URBANO,EDIFICADO NoPH,4214638.32,SAN ROQUE,1.0,neutral,0.5,0.5,SierraVolt Energética Limitada,0.0,1.0,51063103.7,
2561052,RURAL,BALDIO,2052856.81,SANTIAGO,0.4,neutral,0.5,1.0,Aseguradora Norte,0.0,1.0,48954889.27,
